รหัสเขตสุขภาพ,จังหวัด,ชื่อโรงพยาบาล,ชื่อ_รพ_ภาษาอังกฤษ,รหัส H Code,สังกัด,ชนิด รพ.,จำนวนเตียงที่ขอ,จำนวนเตียงเปิดจริง,สถานะ,สถานะการขอรับรอง,ระยะทางห่างจากอ.เมือง,ความเชี่ยวชาญพิเศษ,ประชากรที่รับผิดชอบ,จำนวนผู้รับบริการ,จำนวนผู้ป่วยนอก,จำนวนผู้ป่วยใน,อัตราการครองเตียง,วันนอนเฉลี่ยต่อคน,กลุ่มผู้ป่วยโรคสำคัญ
6,จันทบุรี,โรงพยาบาลเขาคิชฌกูฏ,KHAO KHITCHAKUT HOSPITAL,10844,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,30,TRUE,รอการจัดเยี่ยมสำรวจ,30,1.ให้บริการ 4 มิติ (รักษา ส่งเสริม ป้องกัน และฟื้นฟู)  2.ทำงานเป็นทีมร่วมกับภาคีเครือข่าย<br />,6510,2564(9เดือน),50141,1303,50.28,2.96,"1.กลุ่มโรคที่พบมาก : ได้แก่ โรคเรื้อรัง DM, HT และ COPD <br />2.กลุ่มโรคที่เสี่ยงสูง : ได้แก่  Stroke, STEMI,  trauma ,Sepsis, PPH  <br />3.กลุ่มโรคที่มีข้อจำกัดในการให้บริการ / ต้องส่งต่อ: ได้แก่<br />- กลุ่มโรคฉุกเฉิน ได้แก่ STEMI และ Stroke ต้องส่งต่อไปรับยาฉุกเฉินที่รพศ. อย่างรวดเร็วทันเวลา<br />- กลุ่มโรคที่ต้องใช้แพทย์เฉพาะทาง : โรคที่ต้องรักษาโดยการผ่าตัด เช่น ไส้ติ่งอักเสบ และการผ่าตัดคลอด <br />- กลุ่มโรคที่ต้องใช้อุปกรณ์พิเศษในการตรวจรักษา เช่น Head Injury ต้อง CT scan<br />4.กลุ่มปัญหาสุขภาพที่เป็นโอกาสพัฒนา ได้แก่ DHF และ อุบัติเหตุจราจร<br />5.กลุ่มติดบ้านติดเตียง <br />6.โรคอุบัติใหม่ ได้แก่ โควิด-19"
6,ตราด,โรงพยาบาลคลองใหญ่,KLONGYAI HOSPITAL,10845,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,36,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ตราด,โรงพยาบาลเขาสมิง,KHAOSAMING HOSPITAL,10846,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),38,36,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ตราด,โรงพยาบาลบ่อไร่,BORAI HOSPITAL,10847,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,38,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ตราด,โรงพยาบาลแหลมงอบ,LAEMNGOP HOSPITAL,10848,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),35,35,TRUE,อยู่ระหว่างต่ออายุ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ตราด,โรงพยาบาลเกาะกูด,KO KUT HOSPITAL,10849,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),10,8,TRUE,จัดทำใบประกาศนียบัตร,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ฉะเชิงเทรา,โรงพยาบาลบางคล้า,BANGKHLA HOSPITAL,10850,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,50,TRUE,รอการจัดเยี่ยมสำรวจ,25,ให้บริการผู้ป่วยโรคเรื้อรังโดยประสานงานร่วมกับเครือข่ายสุขภาพ,45670,2564,0,0,0,0," - Trauma :  TBI - Non Trauma : Acute : (STEMI. Pneumonia, Sepsis) - Chronic : (TB, COPD Asthma, DM, HT, Stroke, CKD) -  ภัยสุขภาพ - โควิด 19"
6,ฉะเชิงเทรา,โรงพยาบาลบางน้ำเปรี้ยว,BANGNAMPRIEO HOSPITAL,10851,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),64,64,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ฉะเชิงเทรา,โรงพยาบาลบางปะกง,BANGPAKONG  HOSPITAL,10852,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90,90,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ฉะเชิงเทรา,โรงพยาบาลบ้านโพธิ์,BANPHO HOSPITAL,10853,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,61,TRUE,NULL,13,ความสามารถในการทำงานร่วมกันกับเครือข่ายในการดูแลผู้ป่วยอุบัติเหตุฉุกเฉินและโรคเรื้อรัง,53012,ปี 2564 (ตุลาคม 2563 - กันยายน 2564) ,85397,3707,115.23,5.38,1. Covid-19<br />2. Sepsis<br />3.Stroke<br />4.CKD<br />5.COPD<br />6.Multiple trauma<br />7.STEMI<br />8.TB<br />9.DM
6,ฉะเชิงเทรา,โรงพยาบาลพนมสารคาม,PHANOMSARAKHAM HOSPITAL,10854,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90,119,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ฉะเชิงเทรา,โรงพยาบาลสนามชัยเขต,SANAMCHAIKHET HOSPITAL,10855,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),120,121,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ฉะเชิงเทรา,โรงพยาบาลแปลงยาว,PLAENGYAO HOSPITAL,10856,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,52,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ปราจีนบุรี,โรงพยาบาลกบินทร์บุรี,KABINBURI HOSPITAL,10857,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลทั่วไป(รพท.),180,205,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ปราจีนบุรี,โรงพยาบาลนาดี,NADEE HOSPITAL,10858,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,70,TRUE,เขียนรายงาน,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ปราจีนบุรี,โรงพยาบาลบ้านสร้าง,BANSANG HOSPITAL,10859,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,30,TRUE,NULL,20,ภาคีเครือข่ายเข้มแข็ง,29760,ปี 2564 ( 1 ตุลาคม 2563 - 30 กันยายน 2564 ),23299,1379,81.55,6.48,"Acute : Stroke ,STEMI, SEPSIS , TBI<br />NCD : DM , HT , CKD , COPD<br />Infection : TB , HIV<br />ภัยสุขภาพ : COVID-19 , Drowning ,Traffic injury"
6,ปราจีนบุรี,โรงพยาบาลประจันตคาม,PRACHANTAKAM HOSPITAL,10860,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,30,TRUE,ยืนยันการเยี่ยม,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ปราจีนบุรี,โรงพยาบาลศรีมหาโพธิ,SRIMAHAPHOT HOSPITAL,10861,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,60,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,ปราจีนบุรี,โรงพยาบาลศรีมโหสถ,SRIMAHOSOT HOSPITAL,10862,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,30,TRUE,รอการจัดเยี่ยมสำรวจ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,นครนายก,โรงพยาบาลปากพลี,PAKPLEE HOSPITAL,10863,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),10,10,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,นครนายก,โรงพยาบาลบ้านนา,BANNA HOSPITAL,10864,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),90,70,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,นครนายก,โรงพยาบาลองครักษ์,ONGKHARAK HOSPITAL,10865,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,33,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,สระแก้ว,โรงพยาบาลคลองหาด,KLONGHAT HOSPITAL,10866,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,30,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,สระแก้ว,โรงพยาบาลตาพระยา,TAPHRAYA HOSPITAL,10867,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),30,49,TRUE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,สระแก้ว,โรงพยาบาลวังน้ำเย็น,WANGNAMYEN HOSPITAL,10868,สำนักงานปลัดกระทรวงสาธารณสุข (สป.สธ.),โรงพยาบาลชุมชน(รพช.),60,60,TRUE,รอการจัดเยี่ยมสำรวจ,43,มีแพทย์เฉพาะทาง กุมารแพทย์ดูแลกลุ่มผู้ป่วยเด็กวิกฤติ เด็กเรื้อรัง เด็กสมาธิสั้น<br />ตรวจรักษาผู้ป่วยฉุกเฉิน 24 ชั่วโมง ตรวจโรคทั่วไป ผู้ป่วยนอกและผู้ป่วยใน โดยเน้น Home ward (IPD ในชุมชน) และstroke ในชุมชน<br />การส่งเสริมสุขภาพ (มหัศจรรย์ 1000 วันแรก)<br />ป้องกันการแพร่กระจายเชื้อในชุมชนTBmobile/TB( 4 days)<br />รับดูแลผู้ป่วย IMCส่งกลับ<br />ฟื้นฟู/นวดกระตุ้นพัฒนาการเด็กพิการCerebral palsy<br />สนับสนุนเครือข่าย รพ.สต. เช่น ชุด PPE CSSD ยา-วัคซีน,52922,184978,180304,4654,90.93,4.29,"1. กลุ่มโรคไม่ติดต่อเรื้อรัง   ประกอบด้วย        DM, HT, Sepsis, Pneumonia<br />2. กุ่มโรคติดต่อเรื้อรัง         ประกอบด้วย        TB, HIV<br />3. กลุ่มโรคในหญิงตั้งครรภ์และทารก        ประกอบด้วย        PPH, BA<br />4. กลุ่มโรคทางจิตเวช         ประกอบด้วย        ภาวะฆ่าตัวตาย โรคซึมเศร้า และพัฒนาการของเด็ก <br />5. กลุ่มโรคที่เกิดจากสารเสพติด  ประกอบด้วย        ภาวะติดสุราเรื้อรัง <br />6. กลุ่มโรคระบาด              ประกอบด้วย       DHF,COVID-19<br />7. กลุ่มโรคอุบัติเหตุ ฉุกเฉิน และส่งต่อ       ประกอบด้วย         STROKE, STEMI, HI, Multiple trauma<br />8.ภัยสุขภาพ         ประกอบด้วย อุบัติเหตุในเด็ก   อุบัติเหตุจราจร และการตั้งครรภ์ก่อนวัยอันควร<br />กลุ่มโรค/หัตถการที่วางแผนจำหน่าย : IMC, DM, HT, TB, COPD, CA end-stage, ผู้ป่วยที่ต้องคาสายต่างๆ กลับบ้าน และ Bed sore"
